Monomer A,Monomer B,IP vs SHE (eV),EA vs SHE (eV),Optical Gap (eV),Oscillator Strength (a.u.)
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC=C1Br)Br)F,0.9015,-2.0539,3.2018,6.3701
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=C(N=C1Br)Br)C,0.954,-2.4613,3.5223,1.9564
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=NC(=C(C(=C1)Br)N)Br,0.6146,-2.5782,3.1542,0.7823
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=NC(=C1N)Br)Br,0.4916,-2.5214,3.0412,1.8763
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C(C(=O)N1)Br)Br,0.6457,-2.5027,3.0072,2.991
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C=NC=C1Br)Br,0.9852,-2.4816,3.411,2.2197
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C=N1)Br)Cl)Br,0.9961,-2.4292,3.6948,1.3697
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=NC=C(N2C=C1Br)Br,0.5514,-2.7302,3.2494,2.3965
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1Br)C(=O)O)Br,1.0417,-1.9202,3.3072,1.7165
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1Br)Br)C(=O)O,0.8972,-1.8382,3.4246,1.0343
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=NC(=C(C=C1Br)Br)Cl,0.9373,-2.4493,3.5963,0.9457
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C2C=NC=CC2=C1Br)Br,0.8519,-2.1576,3.2868,5.4484
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=O)NC(=C1Br)Cl)Br,0.8036,-2.1859,3.0199,3.1308
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CN2C(=CN=C2C(=C1)Br)Br,0.5594,-2.4782,2.9817,1.2096
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=C(C=CC(=N1)Br)Br,1.0679,-1.8873,3.3175,3.3169
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(N=C1C(=O)O)Br)O)Br,1.0198,-1.9581,3.314,3.9619
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1CCN(C1)C2=CC(=CC(=C2)Br)Br,0.6083,-2.7503,3.173,0.8985
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC(=O)C1=C(C=CC(=N1)Br)Br,1.0661,-1.875,3.32,3.5855
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C2=NC=C(N2C=C1Cl)Br)Br,0.6611,-2.3142,2.9834,2.6991
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1(C2=CC(=CC(=C2NC1=O)Br)Br)C,0.7838,-2.643,3.4441,1.2823
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1CCN(CC1)C2=CC(=CC(=C2)Br)Br,0.72,-2.6847,3.2452,0.5515
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C(=O)N1)Br)C(F)(F)F)Br,0.9538,-2.1292,3.0701,2.7584
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1COCCN1C2=CC(=CC(=C2)Br)Br,0.8087,-2.7347,3.4551,0.7906
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C2C(=C(C(=C1Br)N)Br)OC(O2)(F)F,0.5951,-2.3586,3.1781,2.4249
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C=C1)COC2=C(C=C(C=N2)Br)Br,0.887,-2.525,3.4551,4.3319
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)Br)C(F)(F)F,0.9705,-2.001,3.3022,6.2853
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br,0.9888,-1.99,3.5053,5.1223
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)C=O)Br,1.0004,-1.4437,3.2222,5.1681
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C(=C1)Br)C2=C(N=C3C(=C2)C=NC(=N3)N)N)Br,0.9086,-1.9924,3.2163,0.2694
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C=C(C2=C1N=CC=C2)Br)Br,0.7469,-2.0935,3.0726,0.8278
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=CC(=C2C(=C1Br)C=CC=N2)Br,0.8098,-1.9749,2.9638,3.8168
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(N=C1Br)Br)N,0.8528,-2.4735,3.3752,3.3862
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C3=NSN=C3C(=C2C=C1)Br)Br,0.5912,-0.5871,2.1402,4.1211
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C2C(=CNC2=NC=C1Br)Br,0.5471,-2.673,3.2443,3.4039
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(SC(=C1Br)C(=O)O)Br,0.9681,-1.6604,3.1109,4.3403
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC(=C1Br)Cl)N)Br,0.6788,-2.6851,3.4042,3.1479
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=NC(=C1Br)[N+](=O)[O-])Br,0.9912,-0.9949,3.0446,0.0366
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(N=C(S1)Br)Br,0.6675,-2.1518,3.1007,1.761
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C2=C(S1)C(=CS2)Br)Br,0.5109,-2.5259,3.2477,0.9481
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C2=NON=C2C(=C1)Br)Br,0.7618,-1.1815,2.3697,4.9721
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C)(C)OC(=O)N1C(=CC=C1Br)Br,0.8007,-2.3595,3.0089,4.8143
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=NC(=C(C(=C1)Br)O)Br,0.8768,-2.346,3.2826,4.5145
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=NC=CC(=C2C=C1Br)Br,0.888,-2.0288,3.3523,2.7957
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC(=O)C1=CN2C=C(N=C(C2=N1)Br)Br,1.0319,-1.5352,3.0013,0.7208
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C(S1)Br)Br,0.4482,-2.5209,3.1458,2.3202
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C2C(=C1Br)C(=NN2)N)Br,0.4865,-2.6849,2.9876,0.6871
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C2C(=C1Br)C(=O)C(=O)N2)Br,0.9941,-0.9298,2.8262,0.0511
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C2C(=C1Br)N=C(S2)Cl)Br,0.9163,-2.0319,3.4993,1.5567
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=CN=C2C(=C1)Br)Br,0.9329,-1.97,3.2401,4.9673
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=C(C(=CC(=N1)Br)Br)O,0.995,-1.8225,3.2979,0.6293
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(SC2=C1C(=O)C3=C2SC(=C3)Br)Br,0.2341,-0.9885,2.8058,9.7337
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN2C(=CN=C(C2=N1)Br)Br,0.847,-1.7146,2.8287,5.7789
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN1C=C(C(=O)C(=C1)Br)Br,0.704,-2.4939,3.1338,4.4656
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(SC2=C1SC3=C2SC(=C3)Br)Br,0.1545,-1.9462,2.5133,10.7985
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C=C1)N2C3=C(C=CC(=C3)Br)C4=C2C=C(C=C4)Br,0.7225,-2.465,3.4364,7.6408
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Br)C4=C5C=CC=CC5=C(C6=CC=CC=C64)Br,0.6535,-1.827,2.4147,2.9933
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C1Br)C(=O)C(=O)C3=C2C=CC(=C3)Br,0.9593,-0.424,2.374,1.4554
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=C(C(=C(C(=C1F)F)Br)F)F)C2=C(C(=C(C(=C2F)F)Br)F)F,1.0474,-1.8699,3.4976,7.7366
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C2C(=C1Br)N=CC=N2)Br,0.8641,-1.4275,2.9188,4.7537
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=[N+](C(=C1)Br)[O-])Br,1.0217,-2.2429,2.8482,1.2631
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C)(C)OC(=O)N1C=C(C2=C1C=CC(=C2)Br)Br,0.8281,-2.5229,3.3855,2.9167
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=NC(=C1Br)C#N)Br,0.9337,-1.9044,3.388,2.6791
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N2C(=NC=N2)C(=N1)Br)Br,0.9419,-1.5073,2.8287,6.624
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(OC(=C1C(=O)O)Br)Br,0.8308,-1.9631,2.8499,5.6922
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(N=C1N)Br)Br,0.7722,-2.3545,3.1585,3.3797
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)C(=O)O)Br,1.0502,-1.6571,3.2732,4.0379
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=NC(=C1Br)CO)Br,0.8823,-2.618,3.5401,1.6166
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=NC(=C(C=C1Br)Br)N,0.8891,-1.9747,3.0667,0.5246
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1CO)Br)Br,0.9398,-2.3183,3.3923,2.8375
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NN=C1Br)N)Br,0.7737,-2.217,3.303,1.0727
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)Br)CO,0.9357,-2.1942,3.3744,5.8663
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C(=NC=C1Br)C)Br,0.9082,-2.8191,3.5206,0.7389
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1C=O)Br)Br,1.018,-1.4728,3.2554,1.0165
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C(=N1)Br)N)N)Br,0.4068,-2.693,3.1593,1.1256
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC=C1Br)Br)C(F)(F)F,0.9447,-2.0939,3.3599,5.8391
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=CC2=C1C=CC(=N2)Br)Br,0.9599,-1.9037,3.2537,4.0923
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(SC(=C1C(=O)O)Br)Br,0.7383,-1.8372,2.9333,5.9484
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br,0.4935,-2.7896,3.4152,5.7395
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C2C(=C1Br)C=NN2)Br,0.7115,-2.4707,3.4254,3.4929
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1CCOC(C1)COC2=C(C=C(C=C2)Br)Br,0.8359,-2.643,3.5155,3.044
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1COCCC12C3=C(C=CC(=C3)Br)C4=C2C=C(C=C4)Br,0.7731,-2.2774,3.3115,8.018
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=C(OC(=C1)Br)Br,0.8238,-1.9278,2.8074,5.4886
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C=N1)Br)C(=O)O)Br,1.0737,-2.037,3.4169,3.0409
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)Br)C=O,0.9731,-1.4197,3.1372,2.3339
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(SC(=N1)Br)Br,0.6208,-1.8739,2.7904,6.411
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(N=C(C=C2C=C1Br)N)Br,0.5932,-2.138,2.8465,2.0491
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C(=NC=C1Br)Cl)Br,0.9453,-2.6093,3.6371,0.5831
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C2=NC=NN2C=C1Br)Br,0.854,-2.3135,3.2886,3.7753
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C(=C1)Br)SC3=C2C=CC=C3Br,0.8233,-2.5429,3.3948,1.0507
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=CN=C2C=C1Br)Br,0.9308,-2.0389,3.4152,0.5294
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(C(=C1Br)N)Br,0.6319,-2.5931,3.1636,0.8127
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1Br)Cl)Br,0.9741,-2.0459,3.2919,6.5363
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CNC2=CC(=CC(=C21)Br)Br,0.4678,-2.7516,3.3276,1.3357
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=CC(=C(N1)Br)Br,0.6391,-2.3896,3.1704,2.9529
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CNC2=C1C(=NC=C2Br)Br,0.5917,-2.3289,3.0446,6.0628
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=NC(=NN2C(=C1)Br)Br,0.9905,-2.0865,3.2248,3.4375
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C2C(=CC(=C1Br)Br)C(=O)OC2=O,0.9046,-0.934,3.3115,0.6953
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(N=C1Br)Br)C(=O)O,1.0366,-1.6665,3.2707,3.0853
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=C(C=C1Br)C)Br,0.8663,-2.7377,3.5707,4.6985
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC(=O)C1=NC(=CN=C1Br)Br,1.1357,-1.4541,3.0769,0.6326
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=NN=C(S1)Br)Br,1.0052,-1.6334,3.0463,6.2377
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C(C=C2N=C1)Br)Br,0.9065,-2.0944,3.3421,0.7121
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C2C(=C1Br)N=C(S2)N)Br,0.6243,-2.6015,3.405,2.0097
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C3=C1C=CC(=N3)Br)N=C(C=C2)Br,1.0228,-1.6444,3.1695,3.8627
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=CC(=C2N=C1)Br)Br,0.8474,-2.004,3.1406,2.5224
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CNC2=C(C=C(C=C21)Br)Br,0.5251,-2.819,3.4178,1.2994
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(SC2=C(SC(=C21)Br)Br)C(=O)O,0.2533,-1.5636,2.2235,6.7687
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=NC(=NC=C1Br)Br,0.9384,-1.9892,3.2673,2.1167
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(N=C1Br)Br)C=O,0.9813,-1.4205,3.1245,2.8157
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=CC(=NC(=C1)Br)Br,0.949,-2.2622,3.3702,3.1814
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=NC(=CC(=C1)Br)Br,0.9144,-2.2114,3.2741,4.1356
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(N=C1C(F)(F)F)Br)N)Br,0.7154,-2.4013,3.0786,2.8515
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(C(=C1Br)[N+](=O)[O-])Br,1.1257,-1.2258,3.2069,0.5121
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)Br)[N+](=O)[O-],1.0239,-0.9745,2.7692,0.5755
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(N=C(C(=C1)[N+](=O)[O-])Br)Br,1.1103,-0.9675,3.0361,0.5429
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC(=C1Cl)Br)Br)C(=O)O,1.1432,-1.5567,3.4314,2.2547
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(NC(=CC1=O)Br)Br,0.8952,-2.3916,3.3999,1.3096
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C(=NC=C1Br)N)Br,0.7236,-2.7779,3.3175,3.8405
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=C(N=C1Br)C)Br,0.9208,-2.4065,3.5053,5.1924
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C=N1)Br)Br)C(=O)O,1.0097,-2.0489,3.6881,0.0852
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=NC(=CC(=C1)Br)Br,1.0072,-1.7801,3.2962,4.6251
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(N=C(C=C1Br)Br)C(=O)OC,1.0709,-1.6971,3.428,3.225
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=NC2=CC(=CN=C21)Br)Br,0.924,-1.6995,3.2886,5.109
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=CC(=N2)Br)C=C1Br,0.8775,-1.9193,3.2078,5.7385
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C2=NSN=C2C(=N1)Br)Br,0.8918,-0.53,2.6374,6.7065
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=CC(=CN=C1Br)Br,1.0853,-1.8282,3.3285,5.5742
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC=C1Br)Br)O,0.8127,-2.205,3.2001,5.6925
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C1Br)C3=C(O2)C=CC(=C3)Br,0.7851,-2.6754,3.4543,4.6494
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(N=C1Br)Br)C(F)(F)F,0.9572,-2.0327,3.2138,4.0215
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C(=C1)Br)OC3=C2C=CC=C3Br,0.9316,-2.4018,3.4891,1.8439
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(OC(=C1)Br)Br,0.3889,-2.2848,2.6536,6.7292
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C2C(=C1Br)NC(=O)C2=O)Br,0.8443,-0.9519,3.167,0.0535
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C(C(=O)N1C)Br)Br,0.7153,-2.4463,2.9919,3.1392
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)Br)N,0.7171,-2.4712,3.3344,4.6378
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C2C(=CN=C1Br)C(=CN2)Br,0.4547,-2.6588,3.2622,5.6032
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(C2=C1NC=C2Br)Br,0.6987,-2.4359,3.3395,0.5532
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C2=C(N1)C(=CN=C2Br)Br)C(=O)O,0.8809,-2.0625,3.1636,6.0161
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C2C(=CNC2=N1)Br)Br,0.5559,-2.7415,3.3531,2.1239
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C2C(=C1Br)C(=O)NN2)Br,0.9126,-2.2925,3.2443,1.0038
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C12=C(SC(=C1C(=O)OC2=O)Br)Br,1.0226,-1.1917,2.8007,4.5143
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C=C1)C2=NC3=C(C=CC(=C3S2)Br)Br,0.7665,-1.8927,3.2138,5.7042
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C2C=C(C=NC2=C(C=C1[N+](=O)[O-])Br)Br,0.9566,-1.0397,3.0013,0.6642
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(SC(=C1C=O)Br)Br,0.6755,-1.7125,2.8219,5.4178
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(=O)C1=C(SC(=C1)Br)Br,0.6604,-1.8488,2.9256,3.7359
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC(=O)C1=C(SC(=C1)Br)Br,0.7399,-1.7648,2.8771,6.7055
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=C(SC(=C1)Br)Br,0.7613,-1.7945,2.9273,6.4909
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C(=N1)N)Br)C(F)(F)F)Br,0.8092,-2.3541,3.4398,3.2134
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=NN=C1Br)Br,0.9716,-2.0531,3.3336,2.7459
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1CCOC(C1)N2C(=NC(=N2)Br)Br,1.0513,-2.1374,3.275,3.61
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C1Br)C3=CC(=CC(=C3N2)[N+](=O)[O-])Br,0.7295,-1.3009,2.6986,0.9998
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1C(O1)CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br,0.5158,-2.7862,3.4152,4.9742
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1CC2=CC(=CC(=C2NC1)Br)Br,0.3609,-2.9334,3.3327,1.6796
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COCN1C(=NC(=N1)Br)Br,1.0003,-2.2068,3.2486,3.9822
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C(=NC=C1Br)OC)Br,1.0019,-2.5032,3.5044,1.0312
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCN1C2=C(C=C(C=C2C(=O)C1=O)Br)Br,0.9046,-0.8689,3.0743,0.0598
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C2=NC(=CN=C2N1)Br)Br,0.678,-1.9729,3.0131,2.4569
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC=C1Br)Br)C#N,0.9229,-1.9371,3.2809,1.4549
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C(=N1)Cl)Br)N)Br,0.8263,-2.7327,3.4407,3.2143
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C(=NC(=C1Br)C)C)Br,0.9294,-2.934,3.8921,4.4776
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=C(NC(=N1)Br)Br,0.8491,-2.1798,3.1211,5.4923
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN1C(=C(C(=N1)Br)[N+](=O)[O-])Br,1.0827,-1.4306,3.1857,2.1508
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)Br)F,0.9232,-2.0455,3.2358,6.6962
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=C(SC(=C1C(=O)O)Br)Br)C(=O)O,1.04,-1.7522,3.0582,5.0154
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(C(=C1Br)C#N)Br,1.0168,-1.936,3.2418,2.436
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=C(NC(=C1)Br)Br,0.532,-2.3859,3.0582,4.8785
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C12=C(C3=NSN=C3C(=C1N=S=N2)Br)Br,0.6134,0.0008,1.7934,5.4787
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)Cl)Br,1.0024,-2.0368,3.3098,3.7328
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C2C(=C1Br)N=CN=C2Cl)Br,0.9313,-1.4841,3.2724,0.4041
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C12=C(C(=C3C(=C1Br)C(=O)OC3=O)Br)C(=O)OC2=O,1.3398,0.0149,2.7063,0.0578
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(C(=C1Br)C=O)Br,1.0286,-1.6727,3.2843,1.582
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(N=C1F)Br)O)Br,0.9204,-2.1789,3.1993,4.0914
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(C2=C1N=C(S2)Br)Br,1.0154,-1.6163,2.9868,2.3329
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=CN=C2C3=NC=CC(=C31)Br)Br,0.9139,-1.9924,3.4322,3.9827
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=C(C2=NSN=C2C(=C1F)Br)Br)F,0.9308,-0.6861,2.7947,6.3311
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=CC(=NC(=C1)Br)Br,1.0488,-1.6279,3.2163,4.2397
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(N=C1Br)Br)F,0.948,-2.1338,3.3047,3.6619
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1CC(=O)NC2=C(C=C(C=C21)Br)Br,0.7872,-2.7103,3.5147,2.9048
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=C(N=C1Br)Br)N,0.5257,-2.579,3.1474,1.2836
